natural_language_query,sql_query
Get records from products where experience is at most '2022-01-01',SELECT * FROM products WHERE experience <= '2022-01-01';
Get records from orders where order_date is no more than 5,SELECT * FROM orders WHERE order_date <= 5;
Get records from customers where signup_date is less than or equal to 50,SELECT * FROM customers WHERE signup_date <= 50;
Get records from customers where experience is no more than 100,SELECT * FROM customers WHERE experience <= 100;
Get records from products where quantity is at most '2022-01-01',SELECT * FROM products WHERE quantity <= '2022-01-01';
Get records from employees where experience is no more than 5,SELECT * FROM employees WHERE experience <= 5;
Get records from products where signup_date is less than or equal to 50,SELECT * FROM products WHERE signup_date <= 50;
Get records from orders where order_date is no more than 100,SELECT * FROM orders WHERE order_date <= 100;
Get records from products where price is at most 50,SELECT * FROM products WHERE price <= 50;
Get records from employees where stock is no more than '2022-01-01',SELECT * FROM employees WHERE stock <= '2022-01-01';
Get records from orders where signup_date is less than or equal to 100,SELECT * FROM orders WHERE signup_date <= 100;
Get records from products where quantity is at most '2023-06-30',SELECT * FROM products WHERE quantity <= '2023-06-30';
Get records from customers where experience is at most 100,SELECT * FROM customers WHERE experience <= 100;
Get records from orders where price is no more than '2022-01-01',SELECT * FROM orders WHERE price <= '2022-01-01';
Get records from employees where quantity is at most 5,SELECT * FROM employees WHERE quantity <= 5;
Get records from customers where experience is no more than '2022-01-01',SELECT * FROM customers WHERE experience <= '2022-01-01';
Get records from orders where stock is no more than 50,SELECT * FROM orders WHERE stock <= 50;
Get records from products where signup_date is less than or equal to 20,SELECT * FROM products WHERE signup_date <= 20;
Get records from orders where quantity is no more than '2023-06-30',SELECT * FROM orders WHERE quantity <= '2023-06-30';
Get records from products where experience is no more than '2022-01-01',SELECT * FROM products WHERE experience <= '2022-01-01';
Get records from products where order_date is at most '2023-06-30',SELECT * FROM products WHERE order_date <= '2023-06-30';
Get records from products where quantity is no more than '2023-06-30',SELECT * FROM products WHERE quantity <= '2023-06-30';
Get records from customers where experience is at most '2022-01-01',SELECT * FROM customers WHERE experience <= '2022-01-01';
Get records from employees where stock is less than or equal to '2022-01-01',SELECT * FROM employees WHERE stock <= '2022-01-01';
Get records from customers where signup_date is less than or equal to '2022-01-01',SELECT * FROM customers WHERE signup_date <= '2022-01-01';
Get records from customers where stock is at most '2022-01-01',SELECT * FROM customers WHERE stock <= '2022-01-01';
Get records from customers where price is less than or equal to 50,SELECT * FROM customers WHERE price <= 50;
Get records from customers where stock is less than or equal to 50,SELECT * FROM customers WHERE stock <= 50;
Get records from employees where signup_date is no more than 100,SELECT * FROM employees WHERE signup_date <= 100;
Get records from employees where experience is less than or equal to 100,SELECT * FROM employees WHERE experience <= 100;
Get records from orders where order_date is at most 20,SELECT * FROM orders WHERE order_date <= 20;
Get records from orders where stock is no more than '2022-01-01',SELECT * FROM orders WHERE stock <= '2022-01-01';
Get records from orders where experience is no more than '2023-06-30',SELECT * FROM orders WHERE experience <= '2023-06-30';
Get records from customers where quantity is less than or equal to '2023-06-30',SELECT * FROM customers WHERE quantity <= '2023-06-30';
Get records from employees where signup_date is at most 50,SELECT * FROM employees WHERE signup_date <= 50;
Get records from customers where quantity is less than or equal to 100,SELECT * FROM customers WHERE quantity <= 100;
Get records from customers where price is no more than 100,SELECT * FROM customers WHERE price <= 100;
Get records from employees where experience is less than or equal to 20,SELECT * FROM employees WHERE experience <= 20;
Get records from employees where order_date is less than or equal to 50,SELECT * FROM employees WHERE order_date <= 50;
Get records from orders where price is at most 5,SELECT * FROM orders WHERE price <= 5;
Get records from employees where stock is no more than 5,SELECT * FROM employees WHERE stock <= 5;
Get records from customers where quantity is at least 50,SELECT * FROM customers WHERE quantity >= 50;
Get records from products where signup_date is greater than or equal to '2023-06-30',SELECT * FROM products WHERE signup_date >= '2023-06-30';
Get records from orders where order_date is greater than or equal to 5,SELECT * FROM orders WHERE order_date >= 5;
Get records from customers where order_date is not less than '2023-06-30',SELECT * FROM customers WHERE order_date >= '2023-06-30';
Get records from products where price is greater than or equal to 50,SELECT * FROM products WHERE price >= 50;
Get records from customers where experience is not less than 5,SELECT * FROM customers WHERE experience >= 5;
Get records from employees where order_date is not less than 50,SELECT * FROM employees WHERE order_date >= 50;
Get records from products where price is greater than or equal to '2022-01-01',SELECT * FROM products WHERE price >= '2022-01-01';
Get records from orders where experience is at least 20,SELECT * FROM orders WHERE experience >= 20;
Get records from customers where price is not less than 5,SELECT * FROM customers WHERE price >= 5;
Get records from orders where signup_date is at least 20,SELECT * FROM orders WHERE signup_date >= 20;
Get records from products where stock is not less than 20,SELECT * FROM products WHERE stock >= 20;
Get records from employees where quantity is greater than or equal to '2022-01-01',SELECT * FROM employees WHERE quantity >= '2022-01-01';
Get records from orders where price is at least 5,SELECT * FROM orders WHERE price >= 5;
Get records from orders where signup_date is not less than 20,SELECT * FROM orders WHERE signup_date >= 20;
Get records from employees where experience is not less than 20,SELECT * FROM employees WHERE experience >= 20;
Get records from products where order_date is greater than or equal to '2022-01-01',SELECT * FROM products WHERE order_date >= '2022-01-01';
Get records from customers where stock is greater than or equal to 50,SELECT * FROM customers WHERE stock >= 50;
Get records from products where signup_date is at least 50,SELECT * FROM products WHERE signup_date >= 50;
Get records from customers where signup_date is greater than or equal to '2023-06-30',SELECT * FROM customers WHERE signup_date >= '2023-06-30';
Get records from products where signup_date is at least 20,SELECT * FROM products WHERE signup_date >= 20;
Get records from employees where order_date is at least 20,SELECT * FROM employees WHERE order_date >= 20;
Get records from orders where quantity is greater than or equal to '2023-06-30',SELECT * FROM orders WHERE quantity >= '2023-06-30';
Get records from customers where stock is greater than or equal to '2022-01-01',SELECT * FROM customers WHERE stock >= '2022-01-01';
Get records from employees where price is greater than or equal to '2023-06-30',SELECT * FROM employees WHERE price >= '2023-06-30';
Get records from products where stock is not less than 5,SELECT * FROM products WHERE stock >= 5;
Get records from employees where stock is not less than 5,SELECT * FROM employees WHERE stock >= 5;
Get records from products where price is at least 5,SELECT * FROM products WHERE price >= 5;
Get records from employees where price is not less than 20,SELECT * FROM employees WHERE price >= 20;
Get records from products where experience is at least 5,SELECT * FROM products WHERE experience >= 5;
Get records from customers where price is greater than or equal to 5,SELECT * FROM customers WHERE price >= 5;
Get records from customers where stock is greater than or equal to '2023-06-30',SELECT * FROM customers WHERE stock >= '2023-06-30';
Get records from customers where order_date is greater than or equal to 5,SELECT * FROM customers WHERE order_date >= 5;
Get records from orders where experience is not less than 5,SELECT * FROM orders WHERE experience >= 5;
Get records from customers where signup_date is at least 20,SELECT * FROM customers WHERE signup_date >= 20;
Get records from orders where signup_date is at least 100,SELECT * FROM orders WHERE signup_date >= 100;
Get records from employees where experience is not less than '2022-01-01',SELECT * FROM employees WHERE experience >= '2022-01-01';
Get records from employees where experience is at least 20,SELECT * FROM employees WHERE experience >= 20;
Get records from products where stock is not less than 50,SELECT * FROM products WHERE stock >= 50;
Get records from products where order_date is at least 5,SELECT * FROM products WHERE order_date >= 5;
Get records from customers where signup_date is greater than or equal to '2022-01-01',SELECT * FROM customers WHERE signup_date >= '2022-01-01';
Get records from employees where quantity is at least 20,SELECT * FROM employees WHERE quantity >= 20;
Get records from products where quantity is greater than or equal to 50,SELECT * FROM products WHERE quantity >= 50;
Get records from orders where stock is greater than or equal to 100,SELECT * FROM orders WHERE stock >= 100;
